id,tweet,label
3079,says covid NUM remains air eight hours everyone required wear masks everywhere,fake
3080,sanitary technicians going inspect houses seize cash,fake
3081,fact transmitted mosquito bites URL URL,real
3082,restrictions easing lockdown phase NUM public gathering NUM people outside workplace restricted opening religious centres strict guidelines interstate travel except essential goods non essential international travel URL,real
3083,covid NUM sensor inserted every phone apparently everyone phone disruptions earlier week adding covid NUM trackers phones erted every phone apparently everyone phone disruptions earlier week adding covid NUM trackers phones iphone go settings privacy health yet functional watsapp forward checked android google apple allowed track people freely penalised illegal tracking,fake
3084,trump virus sweeps america URL,fake
3085,israel become first country reimpose strict nationwide lockdown stop spread friday schools restaurants hotels shut restrictions movement place least three weeks world news URL URL,real
3086,also see thread harvard epidemiologist much uncertainty URL URL,real
3087,covid NUM virus killed temperature NUM NUM degrees therefore drink hot water go sun long time,fake
3088,america vaccinating cattle coronavirus years yet news tells new gunna kill go buy mask,fake
3089,masks provide best protection smoke damage airways heart URL,real
3090,president trump says never ever get coronavirus URL,fake
3091,president donald trump tweeted ordered treasury secretary send checks americans first however go social media history last NUM years search post think offending check president,fake
3092,india registers yet another single day record NUM new infections taking country confirmed case tally NUM NUM lakh official residence tamil nadu governor NUM security fire services personnel test positive covid NUM URL,fake
3093,india overtakes becomes NUM terms global recoveries total recoveries cross NUM lakh URL,real
3094,dr uma kumar aiims gave interview coronavirus,fake
3095,president ghana revealed coronavirus created laboratory,fake
3096,supposed cure pandemic combination lemon water bicarbonate baking soda,fake
3097,muslim man caught spreading coronavirus beaten man caught spitting fruits,fake
3098,voice recording whatsapp claims NUM deaths day peak new coronavirus outbreak one third children underlying health conditions ambulances sent people struggling breathe ice rinks used mor,fake
3099,note previous tweet stated facebook post victorian coronavirus numbers posted one nation leader pauline hanson fact posted victorian branch pauline hanson one nation party,fake
3100,rt first time first lockdown march NUM fatality rate lowest e NUM NUM fatality rate,real
3101,NUM potential covid treatments identified ai URL,real
3102,daily update published tracked NUM NUM million tests NUMk yesterday april average note track tests state reports states report tests see URL URL,real
3103,breakdown cases states real time please see URL currently lagos NUM fct NUM ogun NUM ekiti NUM oyo NUM edo NUM bauchi NUM total NUM confirmed cases,real
3104,india witnesses unprecedented surge testing NUM tests done last NUM hours,real
3105,lockdown NUM survival juice get mug gt gt gt URL URL,fake
3106,africans take chloroquine antimalarial prophylactic works covid dozen doctors appeared video twitter wanted public know believed hydroxydhloroquine covid treatment twitter censored video maddow msm amp,fake
3107,herd immunity strategy unethical unlikely successful uk warn scientists long covid sufferers call recognition URL,fake
3108,scripps urgent care san diego lockdown two people new coronavirus isolated,fake
3109,case coronavirus argentine province santiago del estero confirmed,fake
3110,india records highest ever single day recoveries NUM taking total recoveries NUM NUM NUM increase observed recovered cases last NUM days URL URL,real
3111,video black bucks crossing road kaziranga national park amid covid NUM lockdown,fake
3112,well think climate change still counts worst federal response national emergency nation history pandemic response surely inept irresponsible tragic,fake
3113,NUM NUM crore samples tested today tests per million tpm jumps NUM,real
3114,cdc network tracks hospitalization rates shows overall hospitalization rate increasing w rates increasing w age rates ppl NUM highest NUM per NUM people ppl NUM take special precautions prevent covid NUM URL URL,real
3115,claim india began screening passengers affected countries single case pm modi fact govt mandated universal screening international flights march NUM NUM cases detected across NUM indian states URL,fake
3116,success covax facility hinges countries signing also filling key funding gaps research development work support lower income economies within facility,real
3117,dcgi gives nod bharat biotech conduct phase amp ii human clinical trials develop indigenous vaccine covid NUM URL,real
3118,breaking trump announced u officially leaving world health organization middle pandemic currently coordinating international vaccine drug trials fight URL,fake
3119,head nhs test trace dido harding says seen doubling number children NUM tested since schools returned insists planned sizable increase testing capacity live updates URL URL,real
3120,bandhugan using panchagavya based nasal spray corona outbreak since anti viral forms layer around mucus membrane logically reduce chance infection also helped feel energetic URL URL,fake
3121,NUM new cases lagos NUM oyo NUM delta NUM ebonyi NUM plateau NUM ondo NUM fct NUM ogun NUM edo NUM imo NUM bayelsa NUM benue NUM gombe NUM kano NUM kaduna NUM osun NUM nasarawa NUM borno NUM katsina NUM anambra NUM NUM confirmed NUM discharged NUM deaths URL,real
3122,coronavirus dies NUM NUM degrees temperature according unicef,fake
3123,glenmark fabiflu favipiravir yields positive data phase iii covid NUM trial broad spectrum antiviral medication known selectively block rna dependent rna polymerase rdrp sars cov NUM viral replication phase day NUM NUMmg NUM days,fake
3124,rt new shows actions helped prevent outbreaks NUM overnight camps maine summer,real
3125,hhs distribute NUM billion hot spots NUM million already paid URL,real
3126,guam reported NUM new cases today highest single day number far territory also reporting testing issues dphss reaching storage capacity specimens dphss said delay test results URL,real
3127,coronavirus grandparents exempt local lockdown rules childcare reasons URL,real
3128,india sees unprecedented surge recoveries nearly NUM recoveries last NUM hours total number recovered cases nearly NUM lakh URL,real
3129,whole floor main peruvian hospital infected covid NUM decided close place,fake
3130,news stay alert sort means kind lockdown ish much clarifies government URL URL,fake
3131,stop enjoy pain next NUM days make tick calendar every day feel urge postpone NUM min throw away packets garbage corona excuse enough visit shops get safety near ones URL,fake
3132,edmonton calgary ignite old rivalries get coronavirus cases,fake
3133,questions pet health pandemic talk veterinarian concerns still learning virus affect animals learn pets URL URL,real
3134,daily update published tracked NUM NUM million tests less NUMk yesterday note track tests state reports states report tests details see URL URL,real
3135,new doctors featured viral video coronavirus pandemic history making unproven conspiratorial bizarre medical claims URL URL,fake
3136,looking forward making data widely accessible alongside important context understanding health disparities salute organizations like work hope contribute understanding outbreak,real
3137,absolute terms u done lot testing per capita basis pretty far behind nations importantly varies wildly states chart one data users shows URL,real
3138,mothers counselled many many benefits newborn babies children substantially outweigh potential risks infection,real
3139,according greek journalist covid NUM pandemic since dead count NUM people defrauded private company impose social distancing measures,fake
3140,daily update published states reported NUMk tests NUMk cases NUM deaths URL,real
3141,video shows monkeys attacking gandhi hospital hyderabad,fake
3142,covid NUM test fraud,fake
3143,NUM new cases lagos NUM osun NUM kaduna NUM oyo NUM fct NUM plateau NUM rivers NUM kano NUM ondo NUM ogun NUM abia NUM gombe NUM imo NUM enugu NUM kwara NUM delta NUM niger NUM borno NUM bauchi NUM nasarawa NUM NUM confirmed NUM discharged NUM deaths URL,real
3144,myrtle beach south carolina reported NUM new coronavirus cases NUM hours,fake
3145,michigan continues hospitals become overloaded however distancing relaxed potential NUMk hospitalizations overwhelming system april NUM learn URL URL,real
3146,NUM new cases NUM lagos NUM kano NUM jigawa NUM yobe NUM fct NUM ogun NUM plateau NUM gombe NUM imo NUM edo NUM kwara NUM borno NUM bauchi NUM nasarawa NUM ondo NUM cases nigeria discharged NUM deaths NUM URL,real
3147,india total recoveries cross NUM lakh patients recovered three times active cases recoveries exceed active cases NUM lakh URL,real
3148,shands hospital gainesville florida confirmed first case coronavirus,fake
3149,testing reached significant milestone yesterday laboratories completed NUM tests bringing total number tests completed date NUM represents NUM new zealand population,real
3150,NUM people linked community cluster remain auckland quarantine facility includes NUM people tested positive covid NUM household contacts,real
3151,NUM states posted record highs new cases since sunday NUM us states URL,real
3152,snap analysis relief california tested NUM people knew hour ago said huge state know many tests still pending based ca previous reporting could lot,real
3153,grateful level interest rapid covid testing community please note due high demand caused additional seasonal respiratory illnesses current shipping delays shipments rapid covid testing kits URL,fake
3154,apologies tweet typos today folks danger tweeting also engaging NUM slack conversations typing documents,real
3155,hillary clinton coughing fits NUM presidential race became source media consternation new evidence arisen may lead us believe patient zero covid NUM early july NUM thread NUM NUM,fake
3156,still debunking misinformation coronavirus hoaxes travel fast numbers causes pandemic need clarification URL URL,fake
3157,india occupies top position world terms total recoveries NUM lakh recovered india recoveries constitute NUM total global recoveries URL URL,real
3158,nyc presumptive deaths causing discrepancy jhu tracker URL URL,real
3159,news coronation street characters shown starving death brexit ad campaign uses product placement URL URL,fake
3160,yesterday laboratories completed NUM tests bringing total number tests completed date NUM lower testing volumes regularly observed holiday weekends,real
3161,pfizer announces likely know vaccine effective end october pfizer plans begin distribution NUM company looking add diverse vulnerable populations trial URL,real
3162,rt spite sustained level NUM lakh NUM lakh test day positivity figure come NUM,real
3163,people shouting allahu akbar europe coronavirus outbreak,fake
3164,today five new cases total number active cases NUM NUM imported cases miq facilities NUM community cases,real
3165,morning honourable minister state director general provided updates regular press briefing NUMth march NUM total NUM confirmed cases reported nigeria NUM tested negative amp discharged URL,real
3166,per dashboard slide NUM NUM samples tested NUMth july NUM URL URL,real
3167,death young sri lankan nurse living adelaide australia due covid NUM,fake
3168,multisystem inflammatory syndrome children mis c appears associated cdc recommends healthcare providers report suspected cases local state territorial health departments see health advisory issued URL URL,real
3169,part global investment needed ensure everyone everywhere access tools vaccines alone NUM billion needed,real
3170,ncdc nicade activities adapted support response via sub projects capacity development ipc training hcws hepe rota surveillance supporting implementation amr surveillance amp diagnostic stewardship read URL URL,real
3171,grateful additional medical supplies including personal protective equipment provided support response activities nigeria one key strategies nigeria response ensure frontline health workers protected URL,real
3172,notice california major adjustment switching back state data frequently updated sources one time adjustment discussion URL context california URL,real
3173,latest updates ministry health new cases covid NUM report new zealand NUMth consecutive day new cases total number confirmed cases remains NUM number recovered cases unchanged NUM URL,real
3174,anhembi field hospital paulo brasil empty video allegedly proves,fake
3175,false claims number deaths due covid NUM sri lanka,fake
3176,viral text based image post claiming NUM italy infected mobile phone covers quoting findings research without specifying details name research post advises abandon phone covers,fake
3177,NUM new cases NUM lagos NUM fct NUM kaduna NUM sokoto NUM kebbi NUM yobe NUM borno NUM edo NUM bauchi NUM gombe NUM enugu NUM oyo NUM zamfara NUM nasarawa NUM osun NUM ebonyi NUM kwara NUM kano NUM plateau NUM confirmed cases nigeria discharged NUM deaths NUM URL,real
3178,patient take steps reduce risk follow simple tips protect family URL URL,real
3179,denmark passed NUM new cases covid NUM one day NUM cases,fake
3180,dogs cleared resume eating single piece spaghetti kiss URL URL,fake
3181,unicef published health advice covid NUM,fake
3182,china bio engineered covidNUM wuhan lab purposefully released domestically quell hk protests allowed travel outside country primary target america called asymmetric warfare low intensity conflict covid primer colour revolution,fake
3183,ka covid NUM cases spiking sent NUM needs purchase NUM cycle pimps e administration URL,fake
3184,says pandemic occurs exactly every NUM years,fake
3185,russian president vladimir putin released NUM lions tigers across russia devour anyone comes stay home die hard goat,fake
3186,india records NUM recoveries two days row total recoveries cross NUM lakhs recovered cases exceed active cases NUM lakhs URL,real
3187,doctor went uttar pradesh state india screen patients coronavirus attacked stones muslims succumbed injuries,fake
3188,committee engage stakeholders including state governments vaccine manufacturers,real
3189,cases news coronavirus matur n city,fake
3190,since onset trained NUM health workers infection prevention amp control ipc developed online course ipc reduce risk transmission health care settings URL,real
3191,would jesus wear virus mask URL,fake
3192,transport sec grant shapps says important end position france spain seen spike cases arrives cabinet meeting ahead pm announcement new national restrictions URL URL,real
3193,NUM new cases lagos NUM fct NUM delta NUM oyo NUM borno NUM rivers NUM edo NUM ebonyi NUM anambra NUM gombe NUM nasarawa NUM imo NUM kano NUM sokoto NUM jigawa NUM ogun NUM bauchi NUM kebbi NUM kaduna NUM katsina NUM ondo NUM abia NUM niger NUM NUM cases discharged NUM deaths NUM URL,real
3194,coronavirus numbers behind uk newest covid NUM warnings URL,real
3195,existence canine coronavirus vaccine casts doubt statements one humans,fake
3196,federal government fired NUM thousand public servants received illegally emergency covid NUM allowance,fake
3197,brazilian army built NUM hospital beds NUM hours,fake
3198,dr samadi believe covid NUM bio engineered,fake
3199,whatever humanly possible protect care homes virus place sanctuary winter health secretary matt hancock announces adult social care infection control fund extended get URL URL,real
3200,italian billionaire commits suicide throwing NUMth floor tower entire family wiped coronavirus,fake
3201,news eu threatens expel uk unless parliament reopened URL URL,fake
3202,month blood disorder webinar discuss associated vte risks considerations pre register join us september NUM NUM p et URL URL,real
3203,new recent press conference president oversold credit due white house falling coronavirus fatality statistic URL URL,fake
3204,italian government prohibiting christian masses allows prayers islamic mosques,fake
3205,joe exotic tests positive coronavirus prison,fake
3206,may NUM study proceedings national academy sciences shows talking produce thousands saliva droplets stay air NUM minutes URL,real
3207,acc till NUM july NUM cases district NUM recovered NUM active cases URL,real
3208,NUM new cases fct NUM lagos NUM ondo NUM osun NUM plateau NUM rivers NUM enugu NUM nasarawa NUM bayelsa NUM ebonyi NUM ekiti NUM oyo NUM edo NUM abia NUM ogun NUM katsina NUM imo NUM adamawa NUM NUM confirmed NUM discharged NUM deaths URL,real
3209,five largest known clusters virus united states nursing homes meatpacking plants inside correction institutions URL,real
3210,first death coronavirus barranquilla columbia,fake
3211,covid NUM numbers better almost countries,fake
3212,nice rapid evidence review fails support use vitamin reduce risk severity covid NUM URL URL,real
3213,respect putin daughter among volunteers trials,fake
3214,texas report yesterday numbers NUM days also changed method counting deaths comprehensive slower method read complex accounting covid NUM deaths recent blog post URL,real
3215,jb pritzker using chinese test kits illinoisans company whose gm affiliated wuhan institute virology center covid controversy deemed researchers bioweapons lab,fake
3216,want response reagents NUM tests across lab network however testing capacity grossly utilised challenging states collect samples right people URL,real
3217,video shows man spitting inside food packets coronavirus crisis,fake
3218,chinese pet owners killing cats dogs throwing window fear pets spreading coronavirus comes memos issued authorities pet owners get rid animals,fake
3219,northern ireland first minister arlene foster says new restrictions tough country known hospitality says kindness host attend large gatherings moment said adding winner would covid NUM URL,real
3220,video nairobi governor mike sonko claiming world health organization recommends drinking alcohol help prevent new coronavirus circulating online,fake
3221,photo shows millions people berlin anti coronavirus restriction rally late august NUM,fake
3222,total number active cases managed isolation facilities new zealand NUM,real
3223,sadly historical data adjustments come right pulled numbers tweets nudged deaths pushing NUM day average back NUM data like URL URL,real
3224,using infrared thermometers forehead check temperature body harm organs head,fake
3225,ok grades back score contains NUM simple components NUM NUM reporting positives reliably nv fails NUM NUM reporting negatives sometimes NUM NUM reporting negatives reliably NUM NUM reporting commercial tests labs report positives URL,real
3226,number cases counted cumulatively increasing indicators used track weekly national trends level illnesses hospitalization rates proportion deaths fell prior week URL URL,real
3227,final shoutout kansas illinois thus far two states breaking testing race ethnicity,real
3228,hydroxychloroqen memory supplement URL,fake
3229,americans confused whether getting coronavirus good bad URL,fake
3230,news man planning spend lockdown writing novel probably wank early grave URL URL,fake
3231,report outbreak idiocy spreading NUM NUM times faster coronavirus URL,fake
3232,video shows health workers turning back protest official car passes supposedly protest minister health spain salvador illa minister equality irene montero gregorio mara n hospital,fake
3233,senegal doctors come serum coronavirus,fake
3234,trump said new zealand big surge day reported nine new covid NUM cases want said despite tens thousands new daily cases u trump claim big surge rated false URL,fake
3235,cristiano ronaldo transform hotels portugal hospitals help fight coronavirus communicated pay workers doctors free,fake
3236,viral video interview tierra pura portal disseminated doctor mariana colombres garmendia denounces overregistration numbers people infected killed covid NUM disease argentina says buenos aires government pays doctors institutions alleged purpose extending quarantine,fake
3237,rt launching chatbots english spanish hindi proud announce NUMth l,fake
3238,pakistani dr usman riaz speaks coronavirus death,fake
3239,covid patients often report persistent symptoms cfs making long covid week clinical trend URL URL,real
3240,professor chris whitty says uk must take seriously next six months evidence virus currently milder form one april read URL URL,real
3241,ok daily update published states reported NUMk tests today case count second highest data record set yesterday hospitalizations kept moving upward states reported NUM deaths URL,real
3242,audio whatsapp head cardiology gregorio mara n hospital states moment uncontrolled coronavirus infection,fake
3243,among individual states two stand different reasons first new jersey case total jumped NUM NUM unfortunately report total tests public health lab know true denominator positives URL,real
3244,manir hossain NUM year old man india tripura died hospital malaysia due new coronavirus,fake
3245,video shows canadian pms wife talking effects coronavirus,fake
3246,NUM states uts registered recovery rate national average URL,real
3247,daily update published states reported NUMk tests NUMk less last thursday today case count NUMk death toll NUM URL,real
3248,alberto fern ndez coronavirus mortality people NUM NUM,fake
3249,guidelines tests recommended NUM NUM samples per day per NUM NUM tests per day per million population details URL URL,real
3250,chloroquine effective remedy coronavirus,fake
3251,positive test considered true positive whereas individuals testing negative rapid antigen test confirmed real time rule infection NUM NUM,real
3252,said states like maryland begun separate confirmed probable deaths method reporting looks like best path forward allow comprehensive accounting URL URL,real
3253,africans glad live america URL,fake
3254,social media posts shared tens thousands times claim white house adviser dr anthony fauci stands alone insisting hydroxychloroquine effectiveness covid NUM unproven italy france spain brazil say works,fake
3255,uk faces another national lockdown short order unless people abide new restrictions government adviser warns URL,real
3256,india testing capacity surged NUMl daily tests higher NUM NUM cr total tests conducted across country URL,real
3257,homeopathic drug arsenicum album NUM prevention coronavirus infection message claims ayush ministry india suggested taking arsenicum album NUM homeopathic medicine three days avoid infecting coronavirus,fake
3258,project began know still april expect many months putting together technical organizational resources huge thanks many volunteers institutional home,real
3259,today ncdc accredited NUM laboratories across country total capacity test NUM daily lagos state amp fct support ncdc established several sample collection centers amp national testing strategy reviewed maximize testing,real
3260,news man tweeting also advocates risking vulnerable people dying covid NUM get economy going URL URL,fake
3261,osd maharashtra cm uddhav thackeray breaks press meet referring pathetic handling covid NUM government also heads medical assistance cell,fake
3262,india registered highest recoveries single day NUM patients recovered last NUM hrs india case fatality rate global average NUM NUM stands NUM NUM today details URL URL,real
3263,new vaccine covid NUM alter person dna genetically modify humans,fake
3264,high streets across england set benefit NUM million government funded scheme help recover impact chief executive historic england duncan wilson NUM channel NUM watch live URL URL,real
3265,clause dutch primary schools allowed vaccinate children without parents consent,fake
3266,finally indian student pondicherry university named ramu found home remedy cure covid NUM first time accepted proved adding NUM tablespoon black pepper powder NUM table spoons honey ginger juice consecutive NUM days would suppress effects corona eventually go away NUM entire world starting accept remedy finally good news NUM please circulate information family members friends,fake
3267,yesterday erroneously reported one new case ekiti wrong caused error verification process therefore april NUM NUM NUM confirmed cases NUM discharged NUM deaths ekiti state NUM confirmed cases NUM URL,real
3268,daily update published tracked almost NUM NUM million tests NUMk yesterday note track tests state reports states report tests details see URL URL,real
3269,paul manafort released prison home confinement amid coronavirus concerns URL,fake
3270,NUM new confirmed cases reported last NUM hours country NUM new cases found concentrated ten states uts URL,real
3271,dr zhong nanshan said saline solution kill virus,fake
3272,north carolina health department telling hospitals decide elective surgeries eligible receive protective equipment state,fake
3273,health ministry issues manual surveillance teams containment zones URL,real
3274,communicating prevention messages critical slowing spread covid NUM first step get know partners involved says cdc maggie silver read communication partnerships supports part response URL URL,real
3275,total number recovered cases NUM NUM active cases additional deaths one person still hospital person require intensive care yesterday labs processed NUM tests total tests completed NUM,real
3276,update pandemic could disrupt bed net distributions amp core health services malaria burden could double NUM result distribution long lasting insecticide treated nets essential mitigate risk report URL URL,real
3277,india maintains trend high recoveries new recoveries exceeded new cases NUMth day row recovery rate continues rise crosses NUM URL,real
3278,older people amp pre existing medical conditions diabetes amp cancer higher risk complications let ensuring proper hand hygiene physical distancing wearing mask especially around vulnerable groups URL,real
3279,people knew coronavirus years information hidden ordinary people authorities waited right time launch virus,fake
3280,continue use preventive actions like washing hands wearing mask clean returning home hurricane URL URL,real
3281,NUM ltc deaths occurred since june even covid NUM risks established facilities struggled obtain rapid testing personal protective equipment one health economist calls federal government response dismal failure,real
3282,covid test results come week later useless URL URL,real
3283,icmr establishes NUM new testing facilities launched hon pm labs increase testing capacity reduce turn around time reduce exposure lab personnel URL,real
3284,deaths NUM yesterday pretty close average april daily deaths NUM lower recent days note saw big dip sun mon last week NUM NUM NUM NUM jumping new plateau URL,real
3285,rt india maintains high recovery rate total recoveries cross NUM lakh recovered patients,real
3286,case wondering much media controls people america vaccinating cattle coronavirus years yet news tells new gunna kill go buy mask,fake
3287,rt pets us tested positive mostly contact person covid NUM protect pets,real
3288,today still sure much new hhs guidelines hospital data reporting affect data states report far looks like two states idaho missouri run trouble mo hospital assoc say URL URL,real
3289,looks us like indiana added list serious outbreaks worth watching state press conference discuss hospitalization situation beginning around NUM NUM URL,real
3290,news man regrets signing dating site username covid NUM URL URL,fake
3291,coronavirus made tackling obesity urgent ever URL,real
3292,quotes anthony fauci writing reject notion virus get eventually careless lazy heartless stance,fake
3293,rt india scales new heights testing NUM lakh tests conducted last NUM hours,real
3294,already coronavirus simple test URL,fake
3295,centre released guidelines unlock NUM third phase easing restrictions put place curb spread covid NUM come effect NUM august bihar government dispelled rumours statewide lockdown till NUM august URL,fake
3296,coronavirus curfews bars pubs among new lockdown restrictions northeast england URL,real
3297,white house started pushing students return schools fall consulted studies experts get better idea communities safely educate students covid NUM URL,fake
3298,today patients NUM NUM URL,real
3299,NUM people recovered NUM confirmed probable cases recovered NUM tests processed yesterday brings total number tests NUM NUM people currently hospital,real
3300,facility critical mechanism joint procurement pooling risk across multiple vaccines whatever vaccine proven safe effective countries within facility able access URL,real
3301,brahmins higher indian caste chopped girl tongue offering god prevent covid NUM infection,fake
3302,new cdc travel notices australia brazil canada chile japan israel pakistan thailand turkey avoid nonessential travel areas information URL URL,real
3303,cdc report summarizes new data covid NUM like illness hospitalization rates deaths associated influenza pneumonia covid NUM URL URL,real
3304,pandemic fake excuse bill gates depopulate earth,fake
3305,NUM new cases lagos NUM gombe NUM oyo NUM delta NUM ondo NUM plateau NUM ebonyi NUM fct NUM kwara NUM kaduna NUM rivers NUM ogun NUM anambra NUM imo NUM ekiti NUM NUM confirmed NUM discharged NUM deaths URL,real
3306,johnson amp johnson covid vaccine trial prevented severe illness small group hamsters however promising results hamsters necessarily mean vaccine provide level protection humans read URL,real
3307,india total recovered cases double active cases URL,real
3308,daily corona cases highest world since august NUM today govt transformed corona india recorded another grime milestone overtaking brazil indian tax payers urge performance expert ministers carry us frm dis NUM URL URL,fake
3309,us surpasses record NUM new cases coronavirus URL,fake
3310,looking counties right collaboration existing group,real
3311,bit surprising day fewer tests positives expected tuesday NUMk cases reported today substantially brought NUM day average cases getting low levels new england mid atlantic states URL,real
3312,donald trump always put wealthy well connected friends first come surprise allow banks backs small business owners middle global pandemic new low even URL,fake
3313,rt confidence american public continue embrace mitigation techniques face mask social dist,real
3314,calls isolation china due coronavirus,fake
3315,trump hails positive talks covid NUM URL,fake
3316,NUM approved testing labs comprising NUM govt labs amp NUM pvt labs kindly refer following link list labs URL URL,real
3317,everyone stock essentials milk ration medicines cash india soon going declare national emergency,fake
3318,ancient herbal drink effective remedy novel coronavirus,fake
3319,dettol lysol kill coronavirus,fake
3320,image statement prime minister italy,fake
3321,today districts highest active cases NUM NUM NUM NUM NUM URL,real
3322,exclusive china tracking every movement uighur minority find reasons detain leaked document ppl arrested growing beards many children URL URL,fake
3323,canada criminalized cvNUM measures requiring masks distancing quarantining vaccines,fake
3324,prime minister boris johnson says uk currently testing capacity available meet demands people wanting tests adds daily testing capacity NUM end october follow live URL URL,real
3325,massive thanks state employees updating public health sites difficult circumstances huddled team put together suggestions test data reporting could improved make aggregation easier URL,real
3326,message health authorities chandigarh hello kindly request come house NUM pm tonight till tomorrow NUM spraying medicine air order kill covid NUM share information friends relatives families chandigarh thank,fake
3327,country world patients treated like prisoner URL,fake
3328,also note experts say broad testing optimal strategy stages local outbreak long term testing remains important strategy understanding resolving crisis,real
3329,video viewed hundreds thousands times posts facebook twitter youtube claim shows freight train carrying essential commodities covid NUM lockdown india,fake
3330,blame chyna lab manufactured disease democrats funding wuhan lab sham impeachment kung flu secretly imported chyna domestic transportation lockdown criticize trump flight ban chyna,fake
3331,news hope horizon white house announces major breakthrough search covid NUM scapegoat URL URL,fake
3332,jared leto creating cult save people coronavirus URL,fake
3333,video shows mock funeral procession celebrate indian home minister amit shah testing positive novel coronavirus,fake
3334,video viewed NUM NUM million times facebook urges people inhale steam kill novel coronavirus,fake
3335,sick amp pet becomes sick take pet veterinary clinic call veterinarian amp let know sick covid NUM URL URL,real
3336,u house speaker nancy pelosi wuhan china six days impeachment proceedings president trump ended,fake
3337,pcr tests detect new coronavirus,fake
3338,NUM sep NUM cases across india NUM NUM URL,real
3339,coronavirus wetherspoons reveals NUM staff caught covid NUM since pubs reopened URL,real
3340,coronavirus vaccine may necessarily answer URL via URL,real
3341,jack box suggests eating ultimate cheesburger could help fight coronavirus germs URL,fake
3342,pending data california come gone makes really difficult track states tests consistently number tests bounces around ways really confuse people broader change coming pending reporting,real
3343,amp joined forces support belize improving diagnostic amp training capacity providing crucial equipment amp supplies URL URL,real
3344,horrific handling respect NUM bier citizen e reality hw corona downgraded dignity shud b applied NUM bier minister ka least NUM ministers shud undergo severe covid NUM ventilatoins govt hospital URL,fake
3345,continuous use hand sanitizers causes cancer,fake
3346,NUMth july NUM three districts highest active cases NUM NUM NUM URL,real
3347,regularly engaging states uts exhibiting either sudden surge cases high caseload reporting higher mortality districts details URL URL,real
3348,cause get tested cases dont remember sir donald stating dim sighted cdc also probably injected lysol vaccines immune disease maybe lucky might become mutated,fake
3349,reopening metrics provide important benchmarks considering ultimately case case decision includes factors ppe availability ability trace positive cases much,real
3350,recent manufacturing gains wiped covid NUM lockdown URL URL,fake
3351,government lockdown sex rules explained URL,fake
3352,message claims many physicians chang gung hospital taiwan secretly quarantine covid NUM indicating local transmission lack transparency government data,fake
3353,goi strongly advised states uts take immediate steps facilitate testing earliest enabling qualified medical practitioners including private practitioners prescribe test individual fulfilling criteria testing per guidelines,real
3354,sadly today three people hospital covid NUM one isolation ward auckland city hospital two icu north shore waikato hospitals wish full speedy recovery,real
3355,nigeria case fatality ratio NUM NUM june less countries within amp outside africa may attributable young population people tested positive disease ages NUM NUM years males affected females URL,real
3356,experts big pharma reps disguised health experts failed mention vitamin supplementation part clique continue demonize hydroxychloroquine zinc life saver covid URL,fake
3357,shows adults w twice likely reported dining restaurant getting sick compared adults w covid NUM choose pick delivery possible amp take steps like staying NUM ft others amp wearing mask URL URL,real
3358,lesotho launched covid NUM remedy,fake
3359,rt one best ways prevent spread viruses like NUM things know abou,real
3360,image patients lying rope beds open covid NUM isolation ward pakistan,fake
3361,police caught NUM muslims spreading coronavirus delhi,fake
3362,tennessee continues hospitals become overloaded however distancing relaxed potential NUMk hospitalizations overwhelming system may NUMth learn URL URL,real
3363,persons type blood prone coronavirus,fake
3364,daily update published tracked NUM NUM million tests NUMk yesterday new daily high important caveats today data detailed thread details see URL URL,real
3365,coronavirus stays fabric NUM hours washing clothes exposed sun two hours meets purpose killing,fake
3366,first city world conquers covid NUM chlorine dioxide mayor autonomous city san jose bolivia takes brave step using chlorine dioxide first cure whole city mayor germain hero URL URL,fake
3367,husband tested positive coronavirus wife fled bangalore agra india,fake
3368,NUM new cases lagos NUM oyo NUM plateau NUM imo NUM kaduna NUM ogun NUM fct NUM enugu NUM bauchi NUM bayelsa NUM rivers NUM osun NUM kano NUM edo NUM benue NUM adamawa NUM borno NUM abia NUM ekiti NUM NUM confirmed NUM discharged NUM deaths URL,real
3369,NUM NUM health secretary matt hancock says NUM isolation support payments made available next monday people low incomes self isolate find URL URL,real
3370,india records yet another single day rise new infections NUM cases inching country total confirmed case tally eight lakh karnataka cm bs yediyurappa goes self quarantine next five days URL,fake
3371,president trump sign NUMg bill exposure effects misleading,fake
3372,NUM july NUM NUM active cases URL,real
3373,data show brazilian state minas gerais fewer covid NUM deaths cear even though adopted isolation measures,fake
3374,coronavirus case confirmed istanbul medical school hospital,fake
3375,social gatherings six people illegal england rule six comes force join NUM NUMam discuss new rule policed sky NUM freeview NUM watch live URL URL,real
3376,today new case two additional recovered cases total number active cases NUM NUM imported cases miq facilities NUM community cases,real
3377,breaking loss taste added list coronavirus symptoms government advises self isolation anyone recently enjoyed episode mrs brown boys,fake
3378,india records NUM new infections sixth consecutive day country total confirmed case count stands NUM NUM lakh union minister dharmendra pradhan former karnataka cm siddaramaiah tested positive coronavirus infection URL,fake
3379,increase testing broadly distributed among states states reported NUMk tests today ca NUM fl NUM ga NUM il NUM NUM mn NUM ny NUM tn NUM tx NUM va NUM,real
